utterance,category,intent
"I got an error message when I tried to make a payment, but I was charged anyway, what should I do?",PAYMENT,payment_issue
"I have a problem paying, what can I do to notify it?",PAYMENT,payment_issue
I need help notifying problems paying,PAYMENT,payment_issue
"I got an error message when I attempted to pay, but my card was charged anyway, can you notify it?",PAYMENT,payment_issue
I want to solve an problem with my payment,PAYMENT,payment_issue
I have a problem paying with card and I want to report it,PAYMENT,payment_issue
"i got an error message when i attempted to pay, but i was charged anyway, what do i have to do to notify it?",PAYMENT,payment_issue
"I have a problem when trying to pay with card, what do I have to do to report it?",PAYMENT,payment_issue
i have a problem when trying to pay and i wanna inform of it,PAYMENT,payment_issue
"I have an issue when trying to pay for my order, what do I have to do to inform of it?",PAYMENT,payment_issue
"I have a problem paying with card, what do I have to do to report it?",PAYMENT,payment_issue
"i have an issue when trying to pay, what can i do to notify it?",PAYMENT,payment_issue
"please, could u ask an agent how i could notify an issue with my payment?",PAYMENT,payment_issue
"I have an issue paying for my online order, inform of it",PAYMENT,payment_issue
"I have an issue when trying to pay with card, what can I do to inform of it?",PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but my card was charged anyway, can you help me?",PAYMENT,payment_issue
could you ask an agent if I could report fucking issues making a payment?,PAYMENT,payment_issue
"i have an issue when trying to make a payment, how can i notify it?",PAYMENT,payment_issue
"an error pops when I try to make a payment for my online order, what do I have to do?",PAYMENT,payment_issue
ask an agent where i could report a payment issue,PAYMENT,payment_issue
"i have a pfoblem paying with card, how do i notify it?",PAYMENT,payment_issue
"I got an error when I attempted to make a payment, but my card was charged anyway, what do I have to do to inform of it?",PAYMENT,payment_issue
"ask an agent if i can report a fucking problem with my payment, please",PAYMENT,payment_issue
how can I inform of problems with my payment?,PAYMENT,payment_issue
"I have a problem when trying to pay for my order, how can I inform of it?",PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but I was charged anyway and I want to inform of it",PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway, what can I do to notify it?",PAYMENT,payment_issue
where can i report payment issues?,PAYMENT,payment_issue
"I get an error message when I attempt to paywith card, what should I  do?",PAYMENT,payment_issue
ask an agent if i can solve an issue paying,PAYMENT,payment_issue
"please, can you ask an agent how to notify a payment problem?",PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but I was charged anyway, can you help me?",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but I was charged anyway, can you report it?",PAYMENT,payment_issue
"could u ask an agent how i could notify an issue making a payment, please?",PAYMENT,payment_issue
"my card was declined, what can I do?",PAYMENT,payment_issue
ask an agent how to notify a problem with my payment,PAYMENT,payment_issue
"I have an issue when trying to pay and I want to report it, please",PAYMENT,payment_issue
I have a problem making a payment,PAYMENT,payment_issue
"I get an error when I attempt to make a payment for my order, what do I have to do?",PAYMENT,payment_issue
"I have a problem paying, what can I do to inform of it?",PAYMENT,payment_issue
"I have an issue paying for my order, what can I do to report it?",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but my card was charged anyway, what can I do  to report it?",PAYMENT,payment_issue
"I have a problem when trying to pay with card, how can I report it?",PAYMENT,payment_issue
"I have a problem making an payment with card, how do I notify it?",PAYMENT,payment_issue
"I got an error message when I tried to make a paymnt, but I was charged anyway, I need help reporting it",PAYMENT,payment_issue
I want to inform of an issue making an payment,PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but I was charged anyway, can I report it?",PAYMENT,payment_issue
"I have an issue paying with card, what do I have to do to inform of it?",PAYMENT,payment_issue
"I need help notifying a problem with my payment, please",PAYMENT,payment_issue
"i got an error message when i tried to pay, but i was charged anyway, what can i do to inform of it?",PAYMENT,payment_issue
"I have a problem when trying to pay for my online order, can you help me?",PAYMENT,payment_issue
"i got an error message when i attempted to make a payment, but my card was charged anyway and i wanna inform of it",PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but my card was charged anyway, what should I do to inform of it?",PAYMENT,payment_issue
"I want to inform of a problem paying, what do I have to do?",PAYMENT,payment_issue
"I got an error when I tried to pay, but I was charged anyway, help me inform of it",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but my card was charged anyway and I want to inform of it",PAYMENT,payment_issue
i wanna inform of a payment problem,PAYMENT,payment_issue
i have a problem when trying o pay and i want to notify it,PAYMENT,payment_issue
ask an agent to notify a fucking problem with my payment,PAYMENT,payment_issue
"i got an error when i tried to make a payment, but i was charged anyway, can i report it?",PAYMENT,payment_issue
an error message pops when I try to pay,PAYMENT,payment_issue
"can u ask an agent how i could notify a problem with my payment, please?",PAYMENT,payment_issue
"I have an issue when trying to pay for my order, what do I have to do?",PAYMENT,payment_issue
"please, can you ask an agent how I can report a fucking issue making a payment?",PAYMENT,payment_issue
"i got an error message when i attempted to pay , but i was charged anyway, how can i notify it?",PAYMENT,payment_issue
"i have an issue paying with card, inform of it",PAYMENT,payment_issue
where can i inform of a problem with my payment?,PAYMENT,payment_issue
"i want to notify a problem making a payment, what should i do?",PAYMENT,payment_issue
how do i inform of payment problems?,PAYMENT,payment_issue
I have a problem paying with card,PAYMENT,payment_issue
"I have an issue when trying to pay for my order, I need help reporting it",PAYMENT,payment_issue
"I have a problem paying for my online order, how can I notify it?",PAYMENT,payment_issue
ask an agent to notify issues with my payment,PAYMENT,payment_issue
"I have a problem when trying to pay, help me inform of it",PAYMENT,payment_issue
I want to notify issues paying,PAYMENT,payment_issue
"I have a problem paying for my online order, how can I inform of it?",PAYMENT,payment_issue
"I got an error when I tried to pay, but my card was charged anyway, help me notify it",PAYMENT,payment_issue
could u ask an agent where i could inform of a payment problem?,PAYMENT,payment_issue
"I have an issue when trying to pay for my order , what can I do to report it?",PAYMENT,payment_issue
 need help informing of issues paying,PAYMENT,payment_issue
ask an agent to solve a problem with my payment,PAYMENT,payment_issue
"I got an error when I attempted to make a payment, but I was charged anyway, I need help notifying it",PAYMENT,payment_issue
where do i notify a fucking problem with my payment?,PAYMENT,payment_issue
"I got an error message when I tried to pay, but I was charged anyway, help me inform of it",PAYMENT,payment_issue
how to notify an issue making a payment,PAYMENT,payment_issue
can u ask an agent where to report an issue paying?,PAYMENT,payment_issue
"I have an issue making a payment with card, notify it",PAYMENT,payment_issue
"I got an error message when I attempted to pay, but my card was charged anyway, what should I do to notify it?",PAYMENT,payment_issue
"I got an error when I attempted to make a payment, but I was charged anyway, can I inform of it?",PAYMENT,payment_issue
can i notify problems paying?,PAYMENT,payment_issue
"I have a problem paying for my order, what can I do to report it?",PAYMENT,payment_issue
I have an issue when trying to make a payment,PAYMENT,payment_issue
"I have a problem making a payment, how do I inform of it?",PAYMENT,payment_issue
how do I notify a payment problem?,PAYMENT,payment_issue
i need help reporting an issue with my payment,PAYMENT,payment_issue
I have a problem when trying to make a payment with card and I want to inform of it,PAYMENT,payment_issue
I need help notifying issues with my payment,PAYMENT,payment_issue
"I got an error when I tried to make a payment, but my card was charged anyway and I want to notify it",PAYMENT,payment_issue
"i have a problem when trying to pay for my online order, can i inform of it?",PAYMENT,payment_issue
how to solve an issue paying,PAYMENT,payment_issue
"i get an error message when i try to make a payment for my order, can u help me?",PAYMENT,payment_issue
"could u ask an agent to inform of a payment issue, please?",PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway, can you inform of it?",PAYMENT,payment_issue
"I have an issue paying, what do I have to do to report it?",PAYMENT,payment_issue
"ask an agent how i could report payment issues, please",PAYMENT,payment_issue
"please, could u ask an agent if i can report payment problems?",PAYMENT,payment_issue
"please, can u ask an agent to notify a fucking problem making a payment?",PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but I was charged anyway, can you report it?",PAYMENT,payment_issue
where do i notify payment issues?,PAYMENT,payment_issue
"an error pops when i attempt to make a payment, what can i do?",PAYMENT,payment_issue
"I got an error message when I attempted to pay, but my card was charged anyway, inform of it",PAYMENT,payment_issue
"please , could you ask an agent to solve issues paying?",PAYMENT,payment_issue
"ask an agent how I could solve payment issues, please",PAYMENT,payment_issue
"I have an issue when trying to pay for my online order, report it",PAYMENT,payment_issue
"ask an agent to notify an issue making a payment, please",PAYMENT,payment_issue
"please, ask an agent if i can solve a fucking problem with my payment",PAYMENT,payment_issue
can I report an issue with my payment?,PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but I was charged anyway, what do I have to do to inform of it?",PAYMENT,payment_issue
"I got an error when I attempted to make a payment, but my card was charged anyway, can I inform of it?",PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but I was charged anyway, report it",PAYMENT,payment_issue
"i get an error message when i try to pay for my online order, what should i do ?",PAYMENT,payment_issue
how to  inform of an payment issue,PAYMENT,payment_issue
"i got an error when i tried to pay, but i was charged anyway, can i report it?",PAYMENT,payment_issue
ask an agent where to inform of payment problems,PAYMENT,payment_issue
"I got an error when I tried tol pay, but my card was charged anyway, can you inform of it?",PAYMENT,payment_issue
an error message pops when I try to pay for my online order,PAYMENT,payment_issue
"i have a problem when trying to make a payment, how can i inform of it?",PAYMENT,payment_issue
"I have a problem making a payment, what should I do?",PAYMENT,payment_issue
"i have an issue making a payment with card, notify it",PAYMENT,payment_issue
where toreport issues paying,PAYMENT,payment_issue
"please, could you ask an agent how I can report payment issues?",PAYMENT,payment_issue
were can i notify problems with my payment?,PAYMENT,payment_issue
"I have a problem when trying to pay for my online order, what should I do to notify it?",PAYMENT,payment_issue
"please, ask an agent where to report fucking issues paying",PAYMENT,payment_issue
ask an agent if i can report an issue paying,PAYMENT,payment_issue
"I get an error message when I attempt to make a payment with card, what do I have to do?",PAYMENT,payment_issue
where to inform of a  problem making a payment,PAYMENT,payment_issue
"I got an error when I attempted to pay, but my card was charged anyway, what shouldI do to notify it?",PAYMENT,payment_issue
"I got an error when I tried to pay, but my card was charged anyway, report it",PAYMENT,payment_issue
can I solve a problem paying?,PAYMENT,payment_issue
"I have a problem when trying to pay for my online order, help me notify it",PAYMENT,payment_issue
"I have a problem when trying to pay, what do I have to do to report it?",PAYMENT,payment_issue
can u ask an agent if i can inform of issues with my payment?,PAYMENT,payment_issue
"I want to solve an issue with my payment, what do I have to do?",PAYMENT,payment_issue
"please, could u ask an agent where to report problems making a payment?",PAYMENT,payment_issue
"I want to solve an issue paying, what do I have to do?",PAYMENT,payment_issue
I have an issue when trying to pay for my online order and I want to report it,PAYMENT,payment_issue
"I get an error when I try to pay, what can I do?",PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but I was charged anyway and I want to inform of it",PAYMENT,payment_issue
"please, can you ask an agent where to notify a problem with my payment?",PAYMENT,payment_issue
"an error message pops when I try to make a payment , what should I do?",PAYMENT,payment_issue
i need help informing of problems paying,PAYMENT,payment_issue
"I have a problem paying for my order, how can I report it?",PAYMENT,payment_issue
an error pops when I attempt to pay,PAYMENT,payment_issue
I have a problem when trying to make a payment and I want to inform of it,PAYMENT,payment_issue
"i got an error when i attempted to make a payment, but my card was charged anyway, what can i do to report ikt?",PAYMENT,payment_issue
how to solve issues paying,PAYMENT,payment_issue
"I get an error message when I attempt to pay for my online order, what should I do?",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but my card was charged anyway, can you report it?",PAYMENT,payment_issue
"I gt an error message when I tried to pay, but my card was charged anyway, can you notify it?",PAYMENT,payment_issue
"i have a problem when trying to pay for my online order, what can i do?",PAYMENT,payment_issue
"my card was declined, can you help me?",PAYMENT,payment_issue
where do I report payment issues ?,PAYMENT,payment_issue
where do I infomr of payment issues?,PAYMENT,payment_issue
"an error pops when I attempt to make a payment, can you help me?",PAYMENT,payment_issue
"I want to solve an issue paying, what should I do?",PAYMENT,payment_issue
"I have an issue when  trying to pay and I'd like to inform of it, please",PAYMENT,payment_issue
"ask an agent how i can report an issue sith my payment, please",PAYMENT,payment_issue
"ask an agent where to notify fucking issues paying, please",PAYMENT,payment_issue
"I got an error when I attempted to pay, but my card was charged anyway, I need help notifying it",PAYMENT,payment_issue
"I have a problem when trying to pay with card , what do I have to do to notify it ?",PAYMENT,payment_issue
"i wanna inform of a payment problem, can u help me?",PAYMENT,payment_issue
"i have a problem paying for my order, report it",PAYMENT,payment_issue
ask an agent how to notify issues paying,PAYMENT,payment_issue
can I report a payment problem?,PAYMENT,payment_issue
I want to solve issues paying,PAYMENT,payment_issue
"I have a problem when trying to pay with card, I need help notifying it",PAYMENT,payment_issue
an error message pops when I attempt to make a payment for my online order,PAYMENT,payment_issue
"I have an issue when trying to pay for my online order, can oyu notify it?",PAYMENT,payment_issue
"i got an error when i atempted to make a payment, but i was charged anyway, help me report it",PAYMENT,payment_issue
"i get an error message when i attempt to pay for my online order, can u help me?",PAYMENT,payment_issue
"I got an error when I tried to pay, but I was charged anyway, help me notify it",PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway, what can I do to inform of it?",PAYMENT,payment_issue
an error pops when I attempt to pay for my order,PAYMENT,payment_issue
"I got an error when I tried to pay, but my card was charged anyway, can I report it?",PAYMENT,payment_issue
"i want to solve an issue with my payment, what do i have to do?",PAYMENT,payment_issue
"I have an issue when trying to pay for my order, help me report it",PAYMENT,payment_issue
"I didn't get a payment confirmation, what do I have to do?",PAYMENT,payment_issue
I want to inform of an issue with my payment,PAYMENT,payment_issue
"ask an agent how I can notify an issue making a payment, please",PAYMENT,payment_issue
"i got an error when i attempted to make a payment, but i was charged anyway and i wanna report it",PAYMENT,payment_issue
"i have a issue making a payment with card, can u report it?",PAYMENT,payment_issue
"I have an issue when trying to pay for my order, how do I inform of it?",PAYMENT,payment_issue
an error pops when I attempt to pay for my online order,PAYMENT,payment_issue
"I get an error when I try to make a payment with card, can you help me?",PAYMENT,payment_issue
"I have an issue paying for my online order, help me notify it",PAYMENT,payment_issue
how do I notify problems making a payment?,PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway , what can I do to report it?",PAYMENT,payment_issue
i get an error when i attempt to pay,PAYMENT,payment_issue
"I have a problem when trying to pay, can I inform of it?",PAYMENT,payment_issue
i get an error message when i attempt to make a payment for my online order,PAYMENT,payment_issue
"I have a problem paying for my online order, I need help reporting it",PAYMENT,payment_issue
where do I inform of an issue with my payment?,PAYMENT,payment_issue
"I have a problem when trying to pay with card, notify it",PAYMENT,payment_issue
ask an agent how to inform of an isue paying,PAYMENT,payment_issue
can u ask an agent were i can inform of issues with my payment?,PAYMENT,payment_issue
"I have an issue when trying to make a payment with card, how do I report it?",PAYMENT,payment_issue
can u ask an agent how i can report fucking issueswith my payment?,PAYMENT,payment_issue
"I got a error message when I attempted to pay, but my card was charged anyway, can I notify it?",PAYMENT,payment_issue
"I have an issue paying, how can I notify it?",PAYMENT,payment_issue
"i have a problem when trying to pay, inform of it",PAYMENT,payment_issue
I have an issue when trying to pay for my online order and I want to inform of it,PAYMENT,payment_issue
"i have an issue paying, how do i report it?",PAYMENT,payment_issue
"I got an error message when I tried to pay, but my card was charged anyway and I want to report it",PAYMENT,payment_issue
"I have a problem when trying to pay for my order, can you report it?",PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway, can you help me?",PAYMENT,payment_issue
"i wanna notify a payment issue, can u help me?",PAYMENT,payment_issue
"I got an error message when I attempted to pay, but I was charged anyway, can you help me?",PAYMENT,payment_issue
"the payment wont go through, what can i do?",PAYMENT,payment_issue
"i got an error message when i tried to make a payment, but i was charged anyway, what do i have to do to report it?",PAYMENT,payment_issue
can u ask an agent to solve a problem paying?,PAYMENT,payment_issue
where to report a problem making a payment,PAYMENT,payment_issue
"I get an error message when I attempt to make a payment for my order, can you help me?",PAYMENT,payment_issue
can I report issues with my payment?,PAYMENT,payment_issue
I have a problem paying for my order and I want to notify it,PAYMENT,payment_issue
"lpaese, could you ask an agent where to notify issues paying?",PAYMENT,payment_issue
"I got no payment validation, what should I do?",PAYMENT,payment_issue
where can I report a payment issue?,PAYMENT,payment_issue
"I have an issue paying, inform of it",PAYMENT,payment_issue
"an error message pops when I attempt to make a payment with card, what can I do?",PAYMENT,payment_issue
"I get an error when I try to make a payment for my online order, what do I have to do?",PAYMENT,payment_issue
"I have a problem when trying to pay for my order, what do I have to do to inform of it?",PAYMENT,payment_issue
I yave an issue when trying to make a payment with card and I want to notify it,PAYMENT,payment_issue
I have an issue paying,PAYMENT,payment_issue
an error message pops when I try to pay with card,PAYMENT,payment_issue
"I have a problem when trying to pay for my order, I need help informing of it",PAYMENT,payment_issue
"I have an issue when trying to make a payment with card, how can I report it?",PAYMENT,payment_issue
can u ask an agent where to inform of issues paying?,PAYMENT,payment_issue
"please, can you ask an agent where I could inform of a problem making a payment?",PAYMENT,payment_issue
"I got an error message when I tried to pay, but I was charged anyway, can I notify it?",PAYMENT,payment_issue
"I want to solve an issue with my payment, what can I do?",PAYMENT,payment_issue
how do i report problems making a payment?,PAYMENT,payment_issue
I need help informing of a problem with my payment,PAYMENT,payment_issue
"an error message pops when I try to pay for my order, what ahould I do?",PAYMENT,payment_issue
I want to inform of a payment issue,PAYMENT,payment_issue
"I have a problem when trying to pay for my order, what do I have to do to notify it?",PAYMENT,payment_issue
"an error pops when I attempt to make a payment, what do I have to do?",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but my card was charged anyway, notify it",PAYMENT,payment_issue
"I have a problem paying for my online order, can you notify it?",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but my card was charged anyway, what do I have to do to inform of it?",PAYMENT,payment_issue
"I have an issue making a payment with card, can I report it?",PAYMENT,payment_issue
"I'd ilke to report a payment problem, what can I do?",PAYMENT,payment_issue
where can I inform of payment problems?,PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but my card was charged anyway, help me notify it",PAYMENT,payment_issue
"I have an issue paying for my online order, what do I have to do to report it?",PAYMENT,payment_issue
"i have an issue paying for my online order, what should i do to report it?",PAYMENT,payment_issue
"i got an error message when i tried to make a payment, but my card was charged anyway , how could i report it?",PAYMENT,payment_issue
"i have an issue paying for my order, can u report it?",PAYMENT,payment_issue
"i have an issue paying with card, how can i inform of it?",PAYMENT,payment_issue
I want to inform of issues with my payment,PAYMENT,payment_issue
"please, could you ask an agent if I can inform of a fucking payment issue?",PAYMENT,payment_issue
"i have a problem when trying to pay for my order and i wanna notify it, please",PAYMENT,payment_issue
"I have a problem paying for my online order, how do I inform of it?",PAYMENT,payment_issue
I have an issue when trying to pay with card,PAYMENT,payment_issue
"I can't make a payment, what do I haev to do?",PAYMENT,payment_issue
"the payment won't go through, what should I do?",PAYMENT,payment_issue
where do I notify issues with my payment?,PAYMENT,payment_issue
i have a problem making a payment with card and i want to report it,PAYMENT,payment_issue
wheretoinform of problems with my payment,PAYMENT,payment_issue
"I have a problem paying, what can I do to report it?",PAYMENT,payment_issue
can u ask an agent if i can report payment problems?,PAYMENT,payment_issue
"please, can u ask an agent where to notify fucking problems with my payment?",PAYMENT,payment_issue
"i got an error message when i attempted to pay, but my card was charged anyway , help me notify it",PAYMENT,payment_issue
"I have an issue making a payment, can I notify it?",PAYMENT,payment_issue
"i got an error when i attempted to make a payment, but my card was charged anyway, report it , please",PAYMENT,payment_issue
can I report payment problems ?,PAYMENT,payment_issue
i get an error message when i try to make a payment for my order,PAYMENT,payment_issue
"i have an issue when trying to pay for my order, what can i do to inform of it?",PAYMENT,payment_issue
"I can't pay, can you help me?",PAYMENT,payment_issue
"please, can u ask an agent where to inform of a payment issue?",PAYMENT,payment_issue
"please, ask an agent how to report a problem paying",PAYMENT,payment_issue
can I solve issues paying?,PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but my card was charged anyway, can you inform of it?",PAYMENT,payment_issue
"please, can you ask an agent if I could solve a fucking issue paying?",PAYMENT,payment_issue
"i have an issue paying for my online order, i need help informing of it",PAYMENT,payment_issue
"i got an error message when i tried to make a payment, but my card was charged anyway and i want to notify it, please",PAYMENT,payment_issue
"I have a problem paying with card, I need help notifying it",PAYMENT,payment_issue
"i have a problem paying, i need help informing of it",PAYMENT,payment_issue
can u ask an agent to notify issues with my payment?,PAYMENT,payment_issue
where acn I report fucking payment issues?,PAYMENT,payment_issue
I want to notify an issue with my payment,PAYMENT,payment_issue
I need help inforning of issues making a payment,PAYMENT,payment_issue
"I want to solve a problem making a payment, what should I do?",PAYMENT,payment_issue
"I have an issue when trying to pay, how do I report it?",PAYMENT,payment_issue
"I have an issue making a payment , can you notify it?",PAYMENT,payment_issue
"I have a problem when trying to pay for my online order, can I notify it?",PAYMENT,payment_issue
an error message pops when i try to make a payment,PAYMENT,payment_issue
I have a problem making a payment and I would like to notify it,PAYMENT,payment_issue
I need help solving issues with my payment,PAYMENT,payment_issue
"I have an issue aying for my online order , what do I have to do to notify it?",PAYMENT,payment_issue
"I have an issue when trying to pay with card, what do I have to do to notify it?",PAYMENT,payment_issue
"I have a problem when trying to make a payment with card, can you inform of it?",PAYMENT,payment_issue
"i got an error message when i attempted to pay, but i was charged anyway, can i inform of it?",PAYMENT,payment_issue
"i have an issue when trying to pay with card, what should i do?",PAYMENT,payment_issue
"an error message pops when i try to pay for my order, can u help me?",PAYMENT,payment_issue
can I inform of an issue making a payment?,PAYMENT,payment_issue
help me notifby a problem paying,PAYMENT,payment_issue
"I got an error message when I tried to make an payment, but I was charged anyway, I need help notifying it",PAYMENT,payment_issue
"i got an error when i tried to pay, bit i was charged anyway, how could i notify it?",PAYMENT,payment_issue
"i wanna report a problem with my payment, what do i have to do?",PAYMENT,payment_issue
where do I notify payment problems?,PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but I was charged anyway and I want to report it",PAYMENT,payment_issue
I have an issue paying with card,PAYMENT,payment_issue
"I got an error when I attempted to make a payment, but I was charged anyway, what do I have to do to inform of it?",PAYMENT,payment_issue
"I have an issue when trying to make a payment with card, can I notify it?",PAYMENT,payment_issue
"i want to notify a problem with my payment, what should i do?",PAYMENT,payment_issue
how do I solve a payment problem?,PAYMENT,payment_issue
"I want to notify an issue with my payment, what do I have to do?",PAYMENT,payment_issue
"I have a problem making a payment, help me report it",PAYMENT,payment_issue
na error message pops when i attempt to pay,PAYMENT,payment_issue
"I have a problem when trying to pay, what can I do?",PAYMENT,payment_issue
"I have an issue when trying to pay, how do I inform of it?",PAYMENT,payment_issue
"I got an error when I attempted to pay, but my card was charged anyway and I want to notify it",PAYMENT,payment_issue
"I have a problem paying for my online order, I need help notifying it",PAYMENT,payment_issue
"an error message pops when I try to pay with card, what do I have to do?",PAYMENT,payment_issue
"I got an error message when I tried to pay, but my card was charged anyway, can you report it?",PAYMENT,payment_issue
"i have a problem paying, help me inform of it",PAYMENT,payment_issue
I need help informing of a problem making a payment,PAYMENT,payment_issue
"I have a problem when trying to make a pamyent with card, what should I do to report it?",PAYMENT,payment_issue
"I have a problem when trying to pay for my online order, help me inform of it",PAYMENT,payment_issue
"I have an issue when trying to pay for my order, I need help notifying it, please",PAYMENT,payment_issue
"I want to inform of an issue making a payment, what can I do?",PAYMENT,payment_issue
"please, ask an agent to inform of a fucking issue with my payment",PAYMENT,payment_issue
how to notify payment problems,PAYMENT,payment_issue
"I got an error when I attempted to make a payment , but I was charged anyway, can I notify it?",PAYMENT,payment_issue
"my card was declined, what do I have to do?",PAYMENT,payment_issue
"I get an error when I attempt to make a payment, can you help me?",PAYMENT,payment_issue
i have an issue paying with card and i want to notify it,PAYMENT,payment_issue
k get an error when i try to make a payment,PAYMENT,payment_issue
i have an issue paying with card and i want to inform of it,PAYMENT,payment_issue
"I have an issue paying with card, can I notify it?",PAYMENT,payment_issue
"i have an issue paying for my order, what should i do to report it?",PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but I was charged anyway, what do I have to do to notify it?",PAYMENT,payment_issue
"I got an error message when I tried to pay, but my card was charged anyway, what can I do?",PAYMENT,payment_issue
"I have a problem making a payment with card, I need help notifying it",PAYMENT,payment_issue
"I have an issue when trying to make a payment, I need help notifying it, please",PAYMENT,payment_issue
where could i report a fucking issue with my payment?,PAYMENT,payment_issue
"I got no payment validation, what do I have to do?",PAYMENT,payment_issue
"ask an agent where I could inform of problems with my payment, please",PAYMENT,payment_issue
"I have an issue making a payment with card and I want to inform of it, olease",PAYMENT,payment_issue
an error message pops when i attempt to pay for my order,PAYMENT,payment_issue
"i have an issue when trying to pay, report it",PAYMENT,payment_issue
i have a problem making a payment with card and i wanna inform of it,PAYMENT,payment_issue
"please, ask an agent how i could notify fucking issues making a payment",PAYMENT,payment_issue
how do I notify an issue with my payment?,PAYMENT,payment_issue
"I want tyo notify a problem paying, what should I do?",PAYMENT,payment_issue
"I have an issue when trying to pay, what do I have to do to notify it?",PAYMENT,payment_issue
"I have an issue when trying to pay for my order, can I report it?",PAYMENT,payment_issue
"I have an issue when trying to pay for my order, report it",PAYMENT,payment_issue
the payment failed,PAYMENT,payment_issue
I have a problem making a payment and I want to notify it,PAYMENT,payment_issue
how can i inform of problems paying?,PAYMENT,payment_issue
"an error message pops when I try to pay for my online order, what can I do?",PAYMENT,payment_issue
"an error pops when I try to make an payment for my order, what should I do?",PAYMENT,payment_issue
"i got an error when i tried to make a payment, but i was charged anyway and i want to notify it, please",PAYMENT,payment_issue
i wanna inform of a problem paying,PAYMENT,payment_issue
"I get an error message when I try to pay for my online order, can you help me?",PAYMENT,payment_issue
"I want to solve a payment prbolem, can you help me?",PAYMENT,payment_issue
where do I report problems paying?,PAYMENT,payment_issue
"I have an issue when trying to pay for my online order, what should I do to report it?",PAYMENT,payment_issue
"could you ask an agent how to report payment issues, please?",PAYMENT,payment_issue
"I have a problem paying for my online ordder, what do I have to do?",PAYMENT,payment_issue
"id like to inform of a problem making a payment, what do i have to do?",PAYMENT,payment_issue
can u ask an agent where i can report an issue making a payment?,PAYMENT,payment_issue
"ask an agent if i can solve a problem with my payment, please",PAYMENT,payment_issue
how can I notify issues paying?,PAYMENT,payment_issue
"i got an error when i tried to make a payment, but i was charged anyway and i wanna inform of it",PAYMENT,payment_issue
could u ask an agent where to notify fucking issues making a payment?,PAYMENT,payment_issue
"i have a problem paying with card, how do i report it?",PAYMENT,payment_issue
ask an agent how i can notify a payment problem,PAYMENT,payment_issue
"I got an error message when I attempted to pay, but I was charged anyway, what should I do?",PAYMENT,payment_issue
how to notify a problem making a payment,PAYMENT,payment_issue
ask an agent where i can inform of issues paying,PAYMENT,payment_issue
"I got an error message when I tried to pay, but I was charged anyway, report it",PAYMENT,payment_issue
where do I inform of a problem paying?,PAYMENT,payment_issue
i have an issue when trying to mke an payment with card and i want to inform of it,PAYMENT,payment_issue
"i got an error when i attempted to pay , but my card was charged anyway",PAYMENT,payment_issue
"I have an issue when trying to make a payment, what can I do?",PAYMENT,payment_issue
"I want to report an issue with my payment, what do I have to do?",PAYMENT,payment_issue
where do I notify an issue paying?,PAYMENT,payment_issue
"I have a problem when trying to make a payment with card, help me notify it",PAYMENT,payment_issue
"I have an issue when trying to pay, can you help me?",PAYMENT,payment_issue
"I have an issue when trying to pay for my order, what can I do to inform of it?",PAYMENT,payment_issue
could you ask an agent where to inform of fucking problems with my payment?,PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but my card was charged anyway, how can I notify it?",PAYMENT,payment_issue
"I have an issue when trying to pay with card, how do I report it?",PAYMENT,payment_issue
"i got an error message when i attempted to make a payment, but my card was charged anyway, inform of it",PAYMENT,payment_issue
"I have an issue paying for my online order, notify it",PAYMENT,payment_issue
"I have a problem making a payment, can I notify it?",PAYMENT,payment_issue
"I got an error message when I attempted to make a payment, but I was charged anyway, what can I do to notify it?",PAYMENT,payment_issue
"i have an issue paying, i need help notifying it",PAYMENT,payment_issue
"I have an issue when trying to pay for my online order, can I notify it?",PAYMENT,payment_issue
"I got an error when I attempted to pa, but my card was charged anyway, help me notify it",PAYMENT,payment_issue
I wanr to inform of problems making an payment,PAYMENT,payment_issue
how can i solve an issue  paying?,PAYMENT,payment_issue
"I have an issue when trying to pay with card, how do I notify it?",PAYMENT,payment_issue
